BeerID|Beer|Brewer|Aroma|Appearance|Taste|Palate|Overall|MyScore|Comments|Date|Country|State|City|Style
197536|Schouskjelleren Pail Ail|Schouskjelleren Mikrobryggeri|6|4|7|3|14|3.4|Small white head. Hazy yellow body. Mealy orangey wood aroma with papery toffee notes. Dry-sweet dusty orangey wood taste with papery strawy notes. Mid-bodied. Mild, mealy mouthfeel. Dry resiny orangey gooseberry aftertaste with kiwi and tropical fruit notes. Ending in spicy wooden finish. &#40;0.4l draft at brewpub.&#41;|1/23/2013 12:08:38 PM|Norway||Oslo|English Pale Ale
198325|Crowbar Trotskij's Red Ale|Crowbar og Bryggeri|6|4|6|3|13|3.2|Medium offwhite head. Clear deep reddish amber body. Wooden resiny fruity aroma with spicy notes. Dry dusty resiny citric taste with spicy notes. Mid-bodied. Sharpish mouthfeel. Dryish resiny wooden aftertaste with orangey spicy notes. Very resiny, but fresh and clean. Nice. &#40;0.4l draft at brewpub. Name is wrong, though: Trotskij is the Norwegian transliteration of the name. In English it should be Trotskiy or Trotsky.&#41;|1/23/2013 12:06:50 PM|Norway||Oslo|Amber Ale
198215|Dugges Easy IPA|Dugges Ale & Porterbryggeri|6|4|7|3|13|3.3|Medium offwhite head. Hazy amber body. Light citric banana aroma with fruity notes. Dry-sweet wooden peachy taste with citric spicy notes. Mid-bodied. Mild, soft mouthfeel. Dryish perfumy orangey wooden aftertaste with spicy notes. Nice, drinkable, a little sharp. &#40;0.4l draft at Crowbar, Oslo.&#41;|1/23/2013 12:04:07 PM|Sweden||Landvetter|India Pale Ale (IPA)
198004|Crowbar Feather Ale|Crowbar og Bryggeri|7|3|7|3|14|3.4|Small white head. Clear deep yellow body with light carbonation. Light fruity spicy herbal aroma with gooseberry and cedar wood notes. Dry-sweet lemongrass and cedar wood taste with gooseberry notes. Mid-bodied. Mild, mealy mouthfeel, slightly astringent at the end. Dryish spicy cedar wood aftertaste with dried fruit notes. Nice, fresh, clean, balanced and highly drinkable. Good session beer. &#40;0.4l draft at brewpub.&#41;|1/23/2013 12:01:11 PM|Norway||Oslo|Spice/Herb/Vegetable
113934|Thornbridge Raven|Thornbridge|6|4|7|3|13|3.3|Medium beige head. Clear dark red body with light carbonation. Earthy roasty fruity aroma with gooseberry notes. Dry-sweet roasty earthy dusty taste with orangey notes. Mid-bodied. Mild, oily mouthfeel. Dry orangey resiny roasty aftertaste with earthy metallic mineraly notes. Nice, drinkable, not terribly remarkable. &#40;0.5l bottle shared with gr0ve at Crowbar, Oslo.&#41;|1/23/2013 11:59:26 AM|England|Derbyshire|Bakewell|Black IPA
142709|Three Floyds Amon Amarth Ragnarök|Three Floyds Brewing Company|7|4|7|3|14|3.5|Biggish dark brown head.  Opaque black body goes deep dark red at edges.  Roasty raisiny chocolate aroma with spicy lacquer notes. Dry-sweet roasty raisiny lacquer taste with herbal spicy notes. Mid-to-full body.  Mild, soft mouthfeel.  Dryish spicy lacquer chocolate aftertaste with dusty caramel and raisins notes.  Nice, highly drinkable, balanced and harmonic.  &#40;0.65l bottle, from Kihoskh, Copenhagen.&#41;|1/20/2013 1:29:45 AM|United States|Indiana|Munster|Imperial/Strong Porter
123689|Clown Shoes Clementine|Clown Shoes Beer|6|4|6|2|13|3.1|Biggish white head.  Clear yellow body with strong carbonation. Orangey coriander aroma with mealy lavender notes.  Dry papery lavender taste with orangey mealy notes.  Mid-to-thin body. Faintly sharp mealy mouthfeel.  Dryish lavender and coriander aftertaste with mealy orangey herbal notes.  Not bad, but not great, either.  Slightly artificial-seeming from all the lavender. &#40;0.65l bottle, from Kihoskh, Copenhagen.&#41;|1/20/2013 1:29:15 AM|United States|Massachusetts|Ipswich|Belgian White (Witbier)
128266|Mountain Goat Rare Breed Surefoot Stout|Mountain Goat Beer|6|4|6|3|12|3.1|Smallish brown head.  Opaque black body.  Earthy funky chocolatey aroma with spicy wooden roasted sugar notes.  Sweet-acidic earthy funky chocolatey taste with vinegary wooden notes.  Mid-bodied. Mild, soft mouthfeel.  Dry-acidic spicy wooden vinegary aftertaste with chocolatey earthy funky sooty notes.  I don't think it's meant to be this way, but the effect is not bad, kind of like a stout saison.  &#40;0.64l bottle, from Kihoskh, Copenhagen.&#41;|1/18/2013 12:20:10 PM|Australia||Richmond, Victoria|Sweet Stout
182878|Det Lille Bryggeri Celebration Ale #6 Lærling IPA|Det Lille Bryggeri (Roskilde Øl)|6|4|6|2|12|3|Big offwhite lasting head.  Hazy amber body with powerful carbonation.  Perfumy strongly fruity aroma with spicy wooden notes.  Dry-sweet perfumy herbal fruity taste with spicy wooden notes.  Mid-bodied.  Mild, soft mouthfeel.  Dryish spicy wooden perfumy aftertaste with fruity citric notes.  Weird.  It has all the bad things about an overhopped, over-alcoholized double IPA, but with half the alcohol.  &#40;0.33l bottle, from Kihoskh, Copenhagen.&#41;|1/17/2013 10:57:26 PM|Denmark||Viby Sjælland|India Pale Ale (IPA)
8724|Drakes Expedition Ale|Drakes Brewing Company|7|4|7|3|14|3.5|Huge beige head lasts forever, blocking access to the actual beer.  Clear brown body with carbonation.  Roasty dusty lacquer aroma with spicy caramel notes.  Dry, and faintly sweet, wooden lacquer taste with spicy earthy resiny notes.  Mid-to-light body. Mildish, kind of flat mouthfeel.  Dry earthy resiny spicy aftertaste with lacquer and pine needle notes.  Nice, interesting, full of character.  &#40;0.65l bottle, from Kihoskh, Copenhagen. Label said 7.0%.&#41;|1/13/2013 1:41:18 PM|United States|California|San Leandro|American Strong Ale 
57536|Chevalier Biere de Garde|Bridge Road Brewers|6|4|4|2|7|2.3|Medium beige head.  Hazy deep brown body with carbonation and visible particles.  Funky earthy roasty aroma with licorice and spice notes.  Dry-acidic earthy wooden taste with vomit notes. Thin-bodied.  Slightly sharp mouthfeel from the acid, with some heat.  Sour, roasty earthy honeyish aftertaste lingers for a long time.  This must be infected, because they can't possibly have meant for it to taste like this. Awful. &#40;0.75l bottle, from Kihoskh, Copenhagen.&#41;|1/13/2013 12:31:32 PM|Australia||Beechworth|Bière de Garde
168950|BrewDog Anarchist / Alchemist|BrewDog|6|4|6|3|12|3.1|Medium deep offwhite head.  Clear amber body with carbonation. Strong tropical fruit and pineapple aroma with resiny sugary notes.  Sweet-dryish pineapple and tropical fruit taste with resiny mango notes.  Full-bodied.  Sharpish, slightly hot mouthfeel.  Dry-sweet salty mango and pineapple aftertaste with resiny citric notes.  Interesting, but too over the top to really be very enjoyable.  &#40;0.33l bottle, from wine monopoly, Vika, Oslo.&#41;|1/13/2013 12:29:49 AM|Scotland||Ellon, Aberdeenshire|Imperial/Double IPA
182804|Det Lille Bryggeri Celebration Ale #4 Festbier|Det Lille Bryggeri (Roskilde Øl)|6|4|6|3|12|3.1|Medium beige head.  Hazy opaque deep amber body with carbonation. Bready caramelly aroma with raisiny earthy notes.  Dry-sweet earthy chocolatey taste with fruity caramelly resiny notes. Mid-bodied.  Dryish wooden caramelly resiny aftertaste with dusty lacquer and water notes.  Nice, but a seriously odd mix of flavours that don't really gel.  &#40;0.33l bottle, from Kihoskh, Copenhagen.&#41;|1/12/2013 12:45:19 PM|Denmark||Viby Sjælland|Amber Ale
48023|Trolden Lemon Express|Trolden Bryghus (formerly: Troldhede Mikrobryggeri)|5|4|6|3|12|3|Huge offwhite head shrinks with a loud, fizzing sound.  Hazy yellow body with strong carbonation.  Floral wheaty coriander aroma with mealy notes.  Dryish lemony wheaty taste with herbal earthy coriander notes.  Mid-bodied.  Mild, mealy mouthfeel. Dryish earthy coriander aftertaste with orangey mealy notes.  Not bad, but not terribly remarkable, either.  &#40;0.5l bottle, from Kihoskh, Copenhagen.&#41;|1/12/2013 12:33:47 PM|Denmark||Kolding|Belgian White (Witbier)
66986|Chevalier Saison|Bridge Road Brewers|7|4|7|3|14|3.5|Big offwhite head.  Clear yellow body with light carbonation. Funky dried fruit and sugar aroma with citric honey notes. Dry-sweet resiny funky sugary taste with dried fruit and honey notes.  Mid-bodied.  Mild, mealy mouthfeel.  Dryish wooden fruity aftertaste with funky earthy banana and resin notes.  Lovely, drinkable, and interesting.  Very similar to Westmalle Trippel, but weaker.  &#40;0.75l bottle, from Kihoskh, Copenhagen.&#41;|1/12/2013 1:23:51 AM|Australia||Beechworth|Saison
166240|8 Wired / Renaissance / Nøgne Ø - Ø for awesome|8 Wired Brewing|7|4|8|3|15|3.7|Medium brown head.  Clear deep dark red body with carbonation. Strong malty caramelly raisiny aroma with gooseberry and wine grape notes.  Dry-sweet roasty burned caramelized sugar taste with spicy wooden gooseberry notes.  Mid-to-full body.  Mild, slightly hot mouthfeel.  Aftertaste is very similar to main taste, and lasts for a long time, with resiny notes.  Very, very nice.  Full of delicious flavour, complex, harmonic and unusual. &#40;0.5l bottle, from Kihoskh, Copenhagen.&#41;|1/11/2013 2:31:43 PM|New Zealand||Blenheim|American Strong Ale 
46845|Trolden Steamtrain Stout|Trolden Bryghus (formerly: Troldhede Mikrobryggeri)|6|4|7|3|13|3.3|Medium brown head.  Opaque black body.  Earthy roasty chocolatey aroma with syrupy notes.  Dry-sweet earthy mealy roasty taste with fruity caramelized sugar notes.  Mid-bodied.  Mild, mealy mouthfeel, kind of flat.  Dryish mealy sooty caramelized sugar aftertaste with earthy mealy fruity notes.  It's really quite nice in a surprising sort of way.  An unusual beer.  &#40;0.5l bottle, from Kihoskh, Copenhagen.&#41;|1/11/2013 12:48:30 PM|Denmark||Kolding|Sweet Stout
92906|Skagen Krøyer|Skagen Bryghus|5|2|6|3|11|2.7|Medium white head.  Yellow body with light carbonation and lots of floaties.  Light oily grassy aroma with malty and generic fruit notes.  Dry-sweet oily malty toffee taste with fruity notes.  Mid-bodied.  Mild, soft mouthfeel.  Dryish mealy grassy aftertaste with musty spicy toffee notes. It's not bad, but not very interesting, either.  &#40;0.5l bottle, from Kihoskh, Copenhagen.&#41;|1/11/2013 11:56:56 AM|Denmark||Skagen|Classic German Pilsener
191206|BrewDog / Flying Dog Dogfight|BrewDog|6|4|7|3|15|3.5|Small offwhite head. Hazy amber body. Light fruity toffee aroma with spicy peachy notes. Dry-sweet spicy citric gooseberry taste with peachy notes. Mid-to-full body. Mild, mealy mouthfeel. Dryish spicy orangey resiny aftertaste with peachy mealy notes. &#40;0.2l draft at Crowbar, Oslo.&#41;|1/10/2013 11:52:57 AM|Scotland||Ellon, Aberdeenshire|India Pale Ale (IPA)
195547|Crowbar Cornellie|Crowbar og Bryggeri|7|4|6|3|14|3.4|Small white head. Hazy pale yellow body. Wheaty orangey coriander aroma with mealy notes. Dry-sweet mealy orangey papery taste with grainy dusty notes. Mid-bodied. Mild, mealy mouthfeel. Dry minty orangey toffee aftertaste with mealy spicy notes. Nice, clean, and highly drinkable. &#40;0.2l draft at brewpub.&#41;|1/10/2013 11:50:50 AM|Norway||Oslo|Belgian Ale
178075|Revelation Cat Mikan|Revelation Cat Craft Brewing|6|4|5|3|12|3|Small offwhite head creamy head. Hazy opaque amber body. Vinegary wooden farmhouse aroma with yoghurty notes. Sweet-acidic vinegary wooden apple taste with metallic notes. Mid-bodied. Sharpish mouthfeel. Sharply acidic mealy wooden vinegar aftertaste with apple and metal notes. A bit sharp and low on flavour besides the lambic. &#40;0.2l draft at Schouskjelleren, Oslo.&#41;|1/10/2013 11:45:36 AM|Italy||Rome|Lambic - Unblended
196862|Schouskjelleren Christopher|Schouskjelleren Mikrobryggeri|6|4|7|3|13|3.3|Small offwhite head. Hazy yellow body with light carbonation. Resiny gooseberry aroma with spicy orangey notes. Dry-sweet resiny wine grape taste with pine needle notes. Mid-bodied. Sharpish mouthfeel. Dryish tropical fruit and gooseberry aftertaste with spicy floral notes. Papery bitter flavour lingers. Nice, drinkable, fresh. &#40;0.2l draft at brewpub.&#41;|1/10/2013 11:41:41 AM|Norway||Oslo|India Pale Ale (IPA)
179891|Skagen Rav Larsen|Skagen Bryghus|6|4|6|3|12|3.1|Medium beige head.  Slightly hazy orangey red body with light carbonation.  Oily caramelly peppery aroma with marzipan fruity notes.  Dry-sweet, slightly acidic, caramelly yoghurty taste with vague fruity notes.  Mid-bodied.  Mild, mealy mouthfeel.  Dryish mealy wheaty fruity aftertaste with watery caramelly notes.  Not bad, but a bit boring.  &#40;0.5l bottle, from Kihoskh, Copenhagen.&#41;|1/10/2013 12:10:43 AM|Denmark||Skagen|Dunkelweizen
182408|Bad Attitude / Nøgne Ø White IPA|Birrificio Ticinese Sa|6|4|6|3|13|3.2|Small white head. Hazy yellow body. Resiny citric coriander aroma with spicy notes. Dry-sweet fruity lemongrass taste with peppery resiny notes. Mid-bodied. Mild, mealy mouthfeel. Dry lemony honey aftertaste with spicy wooden notes. Nice, drinkable, harmonic. &#40;0.2l draft at Henriks, Bergen.&#41;|1/8/2013 12:37:41 PM|Switzerland||Stabio|India Pale Ale (IPA)
168983|ABC Brewing Henrik Imperial Amber|ABC Brewing (Andrimne/Black Cat)|7|4|7|3|14|3.5|Medium offwhite head. Clear deep amber body. Resiny orangey aroma with floral notes. Dry-sweet resiny orangey taste with spicy tropical fruit notes. Mid-bodied. Slightly hot mouthfeel. Dryish spicy orangey aftertaste with resiny oily floral notes. Nice&#033; Highly drinkable and full of flavour. &#40;0.2l draft at Henriks, Bergen.&#41;|1/8/2013 12:33:19 PM|Norway||Stavanger|American Strong Ale 
171152|Lervig Saison du Soleil|Lervig Aktiebryggeri|6|4|6|3|12|3.1|Big offwhite dense lasting head. Clear yellow body. Light fruity oregano aroma with blackberry notes. Odd. Dry-sweet oregano and wild berries taste with spicy herbal lavender notes. Mid-bodied. Slightly fizzy mouthfeel. Dryish oregano and metal aftertaste with vinegary fruity notes. It's not bad, but very strange and not altogether successful. &#40;0.2l draft at Henriks, Bergen.&#41;|1/8/2013 12:28:57 PM|Norway||Stavanger|Spice/Herb/Vegetable
195361|ABC Brewing Halvor IBA|ABC Brewing (Andrimne/Black Cat)|7|4|7|4|14|3.6|Small beige head. Deep dark red body. Fruity oily roasted almonds aroma with caramelly notes. Dry-sweet roasty caramelly dried fruit taste with oily perfumy wooden notes. Mid-bodied. Mild, oily mouthfeel. Dry resiny caramelly roasty aftertaste with perfumy spicy lacquer notes. Spicy wooden roasted almonds flavour lingers. Lovely&#033; Great harmony and drinkability with lots of character. &#40;0.2l draft at Henriks, Bergen.&#41;|1/8/2013 12:24:29 PM|Norway||Stavanger|Brown Ale
195362|ABC Brewing West Coast Lager|ABC Brewing (Andrimne/Black Cat)|6|4|7|4|14|3.5|Small offwhite head. Slightly hazy golden body. Resiny menthol and gooseberry aroma with raspberry notes. Dry-sweet resiny pine needle taste with floral freshly cut wood notes. Mid-bodied. Faintly sharp mouthfeel. Dry resiny dried fruit aftertaste with spicy gooseberry notes. Lovely. Highly drinkable, subtle, harmonic, and full of flavour. &#40;0.2l draft at Henriks, Bergen.&#41;|1/8/2013 12:22:05 PM|Norway||Stavanger|Premium Lager
122509|Det Lille Bryggeri Barrel Aged Barley Wine|Det Lille Bryggeri (Roskilde Øl)|6|4|6|3|12|3.1|Small brown head.  Nearly opaque black body goes deep dark red at edges.  Roasty fruity alcoholic aroma with soy sauce and chocolate notes.  Dry-sweet earthy wooden soy sauce taste with roasty alcoholic notes.  Fullish body.  Sharpish, slightly hot mouthfeel, kind of flat.  Dryish wooden vinegary chocolate aftertaste with alcoholic fruity spicy notes.  It's OK, but musty and low on flavour.  &#40;0.25l bottle, from Kihoskh, Copenhagen.&#41;|1/6/2013 3:19:03 AM|Denmark||Viby Sjælland|Barley Wine
109725|Trolden Kolding Mørk|Trolden Bryghus (formerly: Troldhede Mikrobryggeri)|6|4|6|3|13|3.2|Medium beige head.  Slightly hazy deep dark red body with light carbonation.  Dusty roasty dried fruit aroma with earthy notes. Dry-sweet prunes earth and dust taste with dried fruit notes. Mid-to-light body.  Mild, soft mouthfeel.  Dryish earthy dusty prunes aftertaste with papery roasty notes.  Nice, but a bit musty and lifeless.  &#40;0.5l bottle, from Kihoskh, Copenhagen.&#41;|1/5/2013 2:47:54 PM|Denmark||Kolding|Dunkelweizen
81254|Skagen Nordlys (Hefe)|Skagen Bryghus|7|4|6|3|13|3.3|Medium white head.  Hazy opaque yellow body with light carbonation.  Oily yoghurty banana aroma with herbal honey notes. Dry-sweet milky yoghurty ashy taste with orangey notes. Mid-bodied.  Mild, soft mouthfeel.  Dryish earthy ashy aftertaste with yoghurty notes.  Great aroma, but the flavour does not live up to it, too ashy and verging on the acidic.  &#40;0.5l bottle, from Kihoskh, Copenhagen.&#41;|1/5/2013 1:53:16 PM|Denmark||Skagen|German Hefeweizen
179279|Skagen Grillstarter|Skagen Bryghus|5|4|6|2|12|2.9|Medium beige head.  Hazy amber body with light carbonation. Fruity wooden aroma with herbal wild berry notes.  Dryish earthy wooden taste with herbal notes.  Mid-bodied.  Mild, soft mouthfeel.  Dryish wooden earthy funky aftertaste with perfumy yoghurty fruity notes.  Odd.  I'm not at all certain it's supposed to be like this, but it's not acidic, even if it may be getting there.  &#40;0.5l bottle, from Kihoshk, Copenhagen.  Bought six months ago, but BBD is 2013-07-12.&#41;|1/5/2013 1:28:01 PM|Denmark||Skagen|Amber Ale
171593|Det Lille Bryggeri Kaffe Porter|Det Lille Bryggeri (Roskilde Øl)|6|4|6|3|13|3.2|Medium dark brown head.  Opaque black body.  Roasty chocolatey coffee aroma with earthy notes.  Dry roasty coffee taste with burnt earthy notes.  Mid-to-thin body.  Mild, flat mouthfeel. Dry earthy burnt coffee aftertaste with dark wood and mineral notes.  A bit earthy and austere for my tastes, could use a bit more sweetness.  &#40;0.33l bottle, from Kihoskh, Copenhagen.&#41;|1/5/2013 1:27:29 PM|Denmark||Viby Sjælland|Porter
